datetime,open,high,low,close,volume
2021.07.12 23:28:00,1.18596,1.18603,1.18596,1.18602,9
2021.07.12 23:29:00,1.18602,1.18602,1.186,1.18602,5.32
2021.07.12 23:30:00,1.18603,1.18603,1.18602,1.18602,3
2021.07.12 23:31:00,1.18602,1.18602,1.186,1.18602,7.11
2021.07.12 23:32:00,1.18604,1.18609,1.18604,1.18609,6.14
2021.07.12 23:33:00,1.1861,1.1861,1.1861,1.1861,0.75
2021.07.12 23:34:00,1.1861,1.1861,1.1861,1.1861,0
2021.07.12 23:35:00,1.1861,1.1861,1.1861,1.1861,0.75
2021.07.12 23:36:00,1.18612,1.18612,1.1861,1.18611,2.25
2021.07.12 23:37:00,1.18611,1.18611,1.18611,1.18611,0.75
2021.07.12 23:38:00,1.18612,1.18612,1.18611,1.18611,3
2021.07.12 23:39:00,1.18611,1.18611,1.18611,1.18611,0.75
2021.07.12 23:40:00,1.1861,1.18618,1.1861,1.18617,8.44
2021.07.12 23:41:00,1.18616,1.18616,1.18615,1.18616,3
2021.07.12 23:42:00,1.18615,1.18616,1.18615,1.18616,1.12
2021.07.12 23:43:00,1.18615,1.18615,1.1861,1.1861,8.18
2021.07.12 23:44:00,1.18611,1.18617,1.18611,1.18617,3
2021.07.12 23:45:00,1.18615,1.18617,1.18615,1.18616,6.82
2021.07.12 23:46:00,1.18616,1.18617,1.18616,1.18616,9.75
2021.07.12 23:47:00,1.18616,1.18616,1.18616,1.18616,0.75
2021.07.12 23:48:00,1.18616,1.18616,1.18616,1.18616,0
2021.07.12 23:49:00,1.18616,1.18616,1.18616,1.18616,0
2021.07.12 23:50:00,1.18615,1.18633,1.18615,1.1863,16.11
2021.07.12 23:51:00,1.18632,1.18642,1.18632,1.1864,22.5
2021.07.12 23:52:00,1.18639,1.18643,1.18633,1.1864,15.75
2021.07.12 23:53:00,1.18639,1.18639,1.18638,1.18638,1.5
2021.07.12 23:54:00,1.1864,1.1864,1.18636,1.18636,11.25
2021.07.12 23:55:00,1.18636,1.18637,1.18633,1.18633,7.5
2021.07.12 23:56:00,1.18633,1.18633,1.18632,1.18633,4.5
2021.07.12 23:57:00,1.18632,1.18632,1.18629,1.18629,16.5
2021.07.12 23:58:00,1.18628,1.18631,1.18628,1.18631,3.82
2021.07.12 23:59:00,1.1863,1.1863,1.18626,1.18627,13.58
2021.07.13 00:00:00,1.18627,1.18643,1.18627,1.18643,37.35
2021.07.13 00:01:00,1.18645,1.18655,1.18642,1.18649,26.21
2021.07.13 00:02:00,1.1865,1.18663,1.1865,1.18651,34.78
2021.07.13 00:03:00,1.1865,1.18651,1.18645,1.18647,15.61
2021.07.13 00:04:00,1.18646,1.18646,1.18634,1.18641,38.08
2021.07.13 00:05:00,1.18643,1.18643,1.18641,1.18642,21.24
2021.07.13 00:06:00,1.18641,1.18646,1.18641,1.18644,11.4
2021.07.13 00:07:00,1.18646,1.18657,1.18644,1.18654,56.51
2021.07.13 00:08:00,1.18655,1.18659,1.18651,1.18653,103.49
2021.07.13 00:09:00,1.18652,1.18655,1.18648,1.18652,32.09
2021.07.13 00:10:00,1.18654,1.1866,1.18654,1.1866,15.75
2021.07.13 00:11:00,1.18661,1.18663,1.18658,1.18663,24.99
2021.07.13 00:12:00,1.18662,1.18671,1.18661,1.18668,35.05
2021.07.13 00:13:00,1.18667,1.1867,1.18664,1.18668,20.85
2021.07.13 00:14:00,1.18669,1.18675,1.18669,1.1867,25.89
2021.07.13 00:15:00,1.18671,1.18675,1.1867,1.18674,27.44
2021.07.13 00:16:00,1.18672,1.18672,1.18667,1.18669,18.49
2021.07.13 00:17:00,1.18668,1.18669,1.18648,1.1865,52.24
2021.07.13 00:18:00,1.1865,1.18655,1.18649,1.18655,29.88
2021.07.13 00:19:00,1.18653,1.18653,1.18648,1.1865,22.23
2021.07.13 00:20:00,1.1865,1.1865,1.18644,1.18649,12.41
2021.07.13 00:21:00,1.18651,1.18651,1.1865,1.1865,4.5
2021.07.13 00:22:00,1.1865,1.1865,1.18644,1.18644,9.74
2021.07.13 00:23:00,1.18645,1.18655,1.18645,1.18655,29.23
2021.07.13 00:24:00,1.18654,1.18657,1.18654,1.18657,18.75
2021.07.13 00:25:00,1.18656,1.18671,1.18655,1.18671,32.62
2021.07.13 00:26:00,1.18671,1.1868,1.18671,1.18676,51.92
2021.07.13 00:27:00,1.18676,1.18686,1.18676,1.18681,42.33
2021.07.13 00:28:00,1.18681,1.18681,1.18675,1.18677,21.89
2021.07.13 00:29:00,1.18676,1.18677,1.18671,1.18675,16.57
2021.07.13 00:30:00,1.18675,1.18675,1.18673,1.18673,9.82
2021.07.13 00:31:00,1.18675,1.18676,1.18672,1.18672,26.97
2021.07.13 00:32:00,1.18673,1.18673,1.1867,1.18672,9.89
2021.07.13 00:33:00,1.18671,1.18671,1.18665,1.18665,18.14
2021.07.13 00:34:00,1.18664,1.18664,1.18663,1.18664,3
2021.07.13 00:35:00,1.18665,1.18668,1.18663,1.18663,28.49
2021.07.13 00:36:00,1.18662,1.18667,1.18662,1.18666,21
2021.07.13 00:37:00,1.18666,1.18666,1.18663,1.18663,3
2021.07.13 00:38:00,1.18663,1.18672,1.18663,1.18672,34.78
2021.07.13 00:39:00,1.18672,1.18673,1.18668,1.18672,31.05
2021.07.13 00:40:00,1.18673,1.18677,1.18673,1.18675,5.25
2021.07.13 00:41:00,1.18676,1.18676,1.18671,1.18671,9.82
2021.07.13 00:42:00,1.1867,1.18671,1.18666,1.18669,47.7
2021.07.13 00:43:00,1.18669,1.1868,1.18668,1.1868,43.6
2021.07.13 00:44:00,1.18679,1.1868,1.18676,1.1868,20.46
2021.07.13 00:45:00,1.1868,1.1868,1.18673,1.18675,49.63
2021.07.13 00:46:00,1.18674,1.18678,1.18674,1.18676,59.06
2021.07.13 00:47:00,1.18675,1.18675,1.18666,1.1867,53.33
2021.07.13 00:48:00,1.1867,1.18672,1.1867,1.18671,18.64
2021.07.13 00:49:00,1.18672,1.18682,1.18666,1.18666,50.38
2021.07.13 00:50:00,1.18667,1.18672,1.18666,1.18666,31.74
2021.07.13 00:51:00,1.18667,1.18669,1.18666,1.18666,20.66
2021.07.13 00:52:00,1.18666,1.18674,1.18666,1.18672,30.72
2021.07.13 00:53:00,1.18672,1.18676,1.1867,1.18676,24.42
2021.07.13 00:54:00,1.18676,1.18677,1.18671,1.18677,26.87
2021.07.13 00:55:00,1.1868,1.18681,1.18664,1.18664,156.74
2021.07.13 00:56:00,1.18665,1.18669,1.18663,1.18663,45.32
2021.07.13 00:57:00,1.18662,1.18667,1.1866,1.18664,20.63
2021.07.13 00:58:00,1.18664,1.18666,1.18662,1.18662,45.2
2021.07.13 00:59:00,1.18663,1.18665,1.18663,1.18665,34.88
2021.07.13 01:00:00,1.18667,1.18677,1.18664,1.18665,106.92
2021.07.13 01:01:00,1.18663,1.18663,1.18653,1.18654,70.25
2021.07.13 01:02:00,1.18654,1.18656,1.18649,1.18649,158.93
2021.07.13 01:03:00,1.1865,1.1865,1.18639,1.18639,31.71
2021.07.13 01:04:00,1.18639,1.18644,1.18635,1.18638,63.05
2021.07.13 01:05:00,1.18639,1.18641,1.18639,1.1864,8.25
2021.07.13 01:06:00,1.18639,1.18639,1.1862,1.18624,141.11
2021.07.13 01:07:00,1.18625,1.1864,1.18625,1.18639,33.12
2021.07.13 01:08:00,1.18638,1.18642,1.18638,1.18641,19.87
2021.07.13 01:09:00,1.1864,1.18643,1.18637,1.18642,29.28
2021.07.13 01:10:00,1.18643,1.18645,1.1864,1.18645,23.99
2021.07.13 01:11:00,1.18646,1.18648,1.18633,1.18634,48.07
2021.07.13 01:12:00,1.18635,1.18636,1.18633,1.18633,18.73
2021.07.13 01:13:00,1.18635,1.18638,1.18635,1.18637,25.9
2021.07.13 01:14:00,1.18637,1.18638,1.18634,1.18636,22.78
2021.07.13 01:15:00,1.18638,1.18646,1.18634,1.18635,38.01
2021.07.13 01:16:00,1.18635,1.1864,1.18631,1.18631,30.66
2021.07.13 01:17:00,1.1863,1.18635,1.1863,1.18633,39.19
2021.07.13 01:18:00,1.18633,1.18636,1.18633,1.18635,4.71
2021.07.13 01:19:00,1.18636,1.18636,1.18633,1.18636,12.89
2021.07.13 01:20:00,1.18637,1.18642,1.18637,1.18642,32.21
2021.07.13 01:21:00,1.18642,1.18643,1.18634,1.18637,47.66
2021.07.13 01:22:00,1.18636,1.18639,1.18633,1.18634,21.89
2021.07.13 01:23:00,1.18636,1.18645,1.18635,1.18641,28.32
2021.07.13 01:24:00,1.1864,1.18646,1.18636,1.18646,31.88
2021.07.13 01:25:00,1.18645,1.18648,1.18642,1.18648,28.24
2021.07.13 01:26:00,1.18649,1.1865,1.18643,1.18643,20.23
2021.07.13 01:27:00,1.18643,1.18645,1.18637,1.18641,43.25
2021.07.13 01:28:00,1.1864,1.1864,1.18637,1.18639,24.64
2021.07.13 01:29:00,1.18639,1.18639,1.18634,1.18635,21.01
2021.07.13 01:30:00,1.18637,1.18639,1.1863,1.1863,111.94
2021.07.13 01:31:00,1.1863,1.18631,1.18621,1.18623,22.29
2021.07.13 01:32:00,1.18624,1.18626,1.1862,1.18626,50.32
2021.07.13 01:33:00,1.18624,1.1863,1.18624,1.18629,26.84
